HIA,OB,p-gp inhibitor,p-gp substrates,BBB,Respiratory toxicity,Hepatotoxicity,half-life,CL,Cardiotoxicity1,Cardiotoxicity10,Cardiotoxicity30,Cardiotoxicity5,CYP1A2,CYP2C19,CYP2C9,CYP2D6,CYP3A4,Acute oral toxicity (LD50),IGC50,ESOL,logD,Caco-2 permeability,PPB,group,smiles
,,,,,,,,,,,,,,,,,,4.329,,,,,,training,CCCOP(=O)(OCCC)Oc1cnn(C)c(=O)c1OC
,,,,,,,,,,,,,,,,,,4.2150002,,,,,,training,CCCOP(=S)(Oc1cnn(C)c(=O)c1OC)OC(C)C
,,,,,,,,,,,,,,,,,,3.553,,,,,,training,CCCOP(=S)(OCC(C)C)Oc1cnn(C)c(=O)c1OC
,,,,,,,,,,,,,,,,,,5.2270002,,,,,,training,COc1c(OP(=O)(OC(C)C)OC(C)C)cnn(C)c1=O
,,,,,,,,,,,,,,,,,,4.506,,,,,,training,COc1c(OP(=S)(OC(C)C)OC(C)C)cnn(C)c1=O
,,,,,,,,,,,,,,,,,,3.9860001,,,,,,training,COc1c(OP(=O)(OCC(C)C)OCC(C)C)cnn(C)c1=O
,,,,,,,,,,,,,,,,,,4.8239999,,,,,,training,CCOP(=S)(Oc1cnn(C)c(=O)c1OC)c1ccccc1
,,,,,,,,,,,,,,,,,,4.744,,,,,,training,CCOP(=S)(NC(C)C)Oc1cnn(C)c(=O)c1OC
,,,,,,,,,,,,,,,,,,1.757,,,,,,training,CCc1ccc(C(=O)c2ccccc2)c(C(=O)O)c1
,,,,,,,,,,,,,,,,,,2.9949999,,,,,,training,CNc1c(Cl)cc(C(=O)NC2CC2)cc1Cl
,,,,,,,,,,,,,,,,,,2.8929999,,,,,,training,CC(C)(C)/N=C(\NC#N)Nc1cccnc1
,,,,,,,,,,,,,,,,,,4.2179999,,,,,,training,CCC(C)(C)/N=C(\NC#N)Nc1cccnc1
,,,,,,,,,,,,,,,,,,3.0680001,,,,,,training,CC(N/C(=N\c1ccncc1)NC#N)C(C)(C)C
,,,,,,,,,,,,,,,,,,2.6860001,,,,,,training,CC(C)(C)CNC(=S)Nc1cccnc1
,,,,,,,,,,,,,,,,,,1.823,,,,,,training,CON(C(=O)c1cc(C)oc1C)C1CCCCC1
,,,,,,,,,,,,,,,,,,1.436,,,,,,training,CC(=O)C1(O)CCC(c2ccccc2)CC1
,,,,,,,,,,,,,,,,,,2.651,,,,,,training,CN1CCCCC1CCN1c2ccccc2Sc2ccc(Br)cc21
,,,,,,,,,,,,,,,,,,2.6400001,,,,,,training,NC(=O)OC(CCl)Cc1ccccc1
,,,,,,,,,,,,,,,,,,2.0350001,,,,,,training,O=C(O)CC(O)c1ccc(-c2ccc(Cl)cc2)o1
,,,,,,,,,,,,,,,,,,3.1589999,,,,,,training,Nc1c(Cl)cc(C(=O)NC2CC2)cc1Cl
,,,,,,,,,,,,,,,,,,2.6389999,,,,,,training,COc1ccc2c(c1)Sc1ccccc1N2C1CCCN(C)C1
,,,,,,,,,,,,,,,,,,3.2639999,,,,,,training,Nc1cc(-c2ccncc2)c[nH]c1=O
,,,,,,,,,,,,,,,,,,1.992,,,,,,training,O=C(O)Cc1ccc(OCc2ccccc2)c(Cl)c1
,,,,,,,,,,,,,,,,,,5.4790001,,,,,,training,OCCC1CCN(CC/C=C2/c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1
,,,,,,,,,,,,,,,,,,1.916,,,,,,training,CCO[Si](CS)(OCC)OCC
,,,,,,,,,,,,,,,,,,3.464,,,,,,training,Cc1cc(C(=O)NNC(C)Cc2ccccc2)no1
,,,,,,,,,,,,,,,,,,4.3559999,,,,,,training,CCOP(=O)(OCC)O/C(=C(/Cl)Br)c1ccc(Cl)cc1Cl
,,,,,,,,,,,,,,,,,,2.6730001,,,,,,training,CCC(C)c1ccccc1OC(N)=O
,,,,,,,,,,,,,,,,,,2.2019999,,,,,,training,CCCCC(C#N)(Cn1ccnc1)c1ccccc1
,,,,,,,,,,,,,,,,,,1.3789999,,,,,,training,CCOC(=O)C1CC2CCC1C2
,,,,,,,,,,,,,,,,,,2.652,,,,,,training,CC1(C)CC(NCCCCCCNC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1
,,,,,,,,,,,,,,,,,,4.1599998,,,,,,training,COc1ccc([N+](=O)[O-])cc1CNCCBr
,,,,,,,,,,,,,,,,,,4.0840001,,,,,,training,CCOc1ccc([N+](=O)[O-])cc1CNCCBr
,,,,,,,,,,,,,,,,,,3.9649999,,,,,,training,O=[N+]([O-])c1ccc(O)c(CNCCO)c1
,,,,,,,,,,,,,,,,,,3.8770001,,,,,,training,COc1ccc([N+](=O)[O-])cc1CNCCO
,,,,,,,,,,,,,,,,,,3.983,,,,,,training,CCOc1ccc([N+](=O)[O-])cc1CNCCO
,,,,,,,,,,,,,,,,,,2.9820001,,,,,,training,CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O
,,,,,,,,,,,,,,,,,,2.4449999,,,,,,training,CC(C)(SC(=O)N1CCCCC1)c1ccccc1
,,,,,,,,,,,,,,,,,,3.6199999,,,,,,training,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)Oc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
,,,,,,,,,,,,,,,,,,2.177,,,,,,training,CC(C(N)=O)(c1ccccc1)c1ccc(N)cc1
,,,,,,,,,,,,,,,,,,2.3399999,,,,,,training,CCN(COC)N=O
,,,,,,,,,,,,,,,,,,2.6919999,,,,,,training,COC(C)N(C)N=O
,,,,,,,,,,,,,,,,,,2.5109999,,,,,,training,CCc1ccc(OC/C=C(\C)CCC=C(C)C)cn1
,,,,,,,,,,,,,,,,,,1.798,,,,,,training,CC/C(C)=C/CC/C(C)=C/C#N
,,,,,,,,,,,,,,,,,,3.3380001,,,,,,training,CCN(CC)CCCNC(=O)C(C)(C)Oc1ccc(Cl)cc1
,,,,,,,,,,,,,,,,,,2.3210001,,,,,,training,Nc1ccc(OC(F)(F)C(F)F)c(N)c1
,,,,,,,,,,,,,,,,,,2.951,,,,,,training,CC1=CC(=C2C(=O)c3ccccc3C2=O)C=CN1CCN1CCCCC1
,,,,,,,,,,,,,,,,,,3.5150001,,,,,,training,O=C(NN=C1SCCS1)c1ccccc1
,,,,,,,,,,,,,,,,,,5.4089999,,,,,,training,CSC(C)(C)/C=N/OC(=O)N(C)SN1CCOCC1
,,,,,,,,,,,,,,,,,,4.6589999,,,,,,training,CCOP(=O)(CC)Sc1ccc(Cl)cc1
,,,,,,,,,,,,,,,,,,3.6600001,,,,,,training,O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2cc(C(F)(F)F)ccc2Cl)c(C(F)(F)F)c1
,,,,,,,,,,,,,,,,,,3.325,,,,,,training,Cc1c(N)nc(C)c2c1[nH]c1ccccc12
,,,,,,,,,,,,,,,,,,2.6010001,,,,,,training,O=C1NN=C(c2ccccc2)CO1
,,,,,,,,,,,,,,,,,,1.709,,,,,,training,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O
,,,,,,,,,,,,,,,,,,2.549,,,,,,training,COC(=O)/C(C)=C/OP(=S)(OC)OC
,,,,,,,,,,,,,,,,,,3.829,,,,,,training,COc1ccc2c(c1)c(CC(=O)OCOC(=O)c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1
,,,,,,,,,,,,,,,,,,3.6789999,,,,,,training,COc1ccc2c(c1)c(CC(=O)OCOC(=O)c1cccc(C)c1)c(C)n2C(=O)c1ccc(Cl)cc1
,,,,,,,,,,,,,,,,,,2.1199999,,,,,,training,c1ccc2c(c1)ncn2P(n1cnc2ccccc21)n1cnc2ccccc21
,,,,,,,,,,,,,,,,,,2.3429999,,,,,,training,CN(C)C(=O)SCCCCOc1ccccc1
,,,,,,,,,,,,,,,,,,2.9360001,,,,,,training,CC(C(=O)O)c1ccc(N2CC3=C(CC=CC3)C2=O)cc1
,,,,,,,,,,,,,,,,,,2.194,,,,,,training,O=c1c(F)cn(C2CCCO2)c(=O)n1C1CCCO1
,,,,,,,,,,,,,,,,,,3.036,,,,,,training,COc1ccc2c(c1)c(CC(=O)OC(C)c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1
,,,,,,,,,,,,,,,,,,3.243,,,,,,training,CCOP(=O)(/N=c1\scc(CO)s1)OCC
,,,,,,,,,,,,,,,,,,5.461,,,,,,training,CN(c1c(Br)cc(Br)cc1Br)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(F)(F)F
,,,,,,,,,,,,,,,,,,2.046,,,,,,training,O=P(OCCCl)(OCCCl)OCC(CO)(CO)COP(=O)(OCCCl)OCCCl
,,,,,,,,,,,,,,,,,,3.3280001,,,,,,training,CCOP(=S)(OCC)SCSC(=S)N(C)C
,,,,,,,,,,,,,,,,,,2.2420001,,,,,,training,CCc1oc2ccccc2c1C/C(=N/CCN1CCOCC1)NO
,,,,,,,,,,,,,,,,,,2.8989999,,,,,,training,CCC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1
,,,,,,,,,,,,,,,,,,3.6930001,,,,,,training,CC(C)=CCC(CCN1CCCC1)(C(N)=O)c1cccc2ccccc12
,,,,,,,,,,,,,,,,,,1.201,,,,,,training,CCOCCOCC(C)O
,,,,,,,,,,,,,,,,,,3.526,,,,,,training,CNC(=O)Oc1cc(C)c(NC(=O)O)c(C)c1
,,,,,,,,,,,,,,,,,,3.4119999,,,,,,training,COP(=S)(OC)SC1CSC=CO1
,,,,,,,,,,,,,,,,,,4.2729998,,,,,,training,CCOP(=S)(OCC)SCC(=O)N(C)C(N)=O
,,,,,,,,,,,,,,,,,,2.1199999,,,,,,training,CCOC(=O)CC(=O)OC(Br)C(Cl)(Cl)Cl
,,,,,,,,,,,,,,,,,,2.4319999,,,,,,training,O=C(O)c1cccc(Oc2ccc(C(F)(F)F)cc2Cl)c1
,,,,,,,,,,,,,,,,,,2.0120001,,,,,,training,Cn1c(=O)sc2cccc(Cl)c21
,,,,,,,,,,,,,,,,,,1.75,,,,,,training,OCC(Cl)C(Cl)CO
,,,,,,,,,,,,,,,,,,3.789,,,,,,training,CCOP(=O)(OCC)OP(=S)(CCl)OCC(C)C
,,,,,,,,,,,,,,,,,,3.0510001,,,,,,training,CCOP(C)(=S)NOc1cccc2ccccc12
,,,,,,,,,,,,,,,,,,2.2650001,,,,,,training,CCC(Br)(CC)C(=O)OCC(Br)(Br)Br
,,,,,,,,,,,,,,,,,,2.1489999,,,,,,training,CCC(Cl)(CC)C(=O)OCC(Cl)(Cl)Cl
,,,,,,,,,,,,,,,,,,1.979,,,,,,training,CCC(CC)C(=O)OCC(Br)(Br)Br
,,,,,,,,,,,,,,,,,,1.446,,,,,,training,C=C(C)C(=O)OC=C(C)C
,,,,,,,,,,,,,,,,,,3.2839999,,,,,,training,C=C(OP(=O)(OC)OC)P(=O)(OCC)OCC
,,,,,,,,,,,,,,,,,,4.3990002,,,,,,training,CCOC(=S)SCSSCP(=O)(OCC)OCC
,,,,,,,,,,,,,,,,,,4.3249998,,,,,,training,CCOP(=O)(OCC)SC(P(=O)(OCC)OCC)(P(=O)(OCC)OCC)P(=O)(OCC)OCC
,,,,,,,,,,,,,,,,,,4.007,,,,,,training,COP(=O)(OC)SC(P(=O)(OC)OC)=P(OC)(OC)OC
,,,,,,,,,,,,,,,,,,4.2839999,,,,,,training,CCOP(=S)(CC)SCSc1ccc(Cl)cc1
,,,,,,,,,,,,,,,,,,3.2479999,,,,,,training,CCCSP(C)(=S)Oc1ccc(Cl)cc1Cl
,,,,,,,,,,,,,,,,,,2.799,,,,,,training,CN(C)P(=O)(OC=C(Cl)Cl)c1ccc(Cl)cc1
,,,,,,,,,,,,,,,,,,2.066,,,,,,training,CC1CN(CCO)CC1C
,,,,,,,,,,,,,,,,,,2.6670001,,,,,,training,CCOC(C(=N)N1CCCC1)c1ccccc1
,,,,,,,,,,,,,,,,,,3.26,,,,,,training,CCC1OP(=S)(Cl)OC2CCCCC12
,,,,,,,,,,,,,,,,,,2.2839999,,,,,,training,C=CCOc1ccccc1C(=O)NCCO
,,,,,,,,,,,,,,,,,,2.335,,,,,,training,C=CCOc1ccccc1C(=O)NC1CCCCC1
,,,,,,,,,,,,,,,,,,2.8559999,,,,,,training,C=CCOc1ccccc1C(=O)N(CC)CC
,,,,,,,,,,,,,,,,,,2.4430001,,,,,,training,C=CCOc1ccccc1C(=O)N(C)C
,,,,,,,,,,,,,,,,,,2.1170001,,,,,,training,CC(C)NCCCN(C)C
,,,,,,,,,,,,,,,,,,2.0339999,,,,,,training,O=C(CCCCC(=O)OCC1CC=CCC1)OCC1CC=CCC1
,,,,,,,,,,,,,,,,,,3.1029999,,,,,,training,CCCSP(C)(=S)SCC(=O)OCC
,,,,,,,,,,,,,,,,,,2.0020001,,,,,,training,CNC(=O)c1cc(-c2ccccc2)ccc1OCCO
,,,,,,,,,,,,,,,,,,1.566,,,,,,training,CCC(CC)COCCOCCCN1C(=O)C2C3C=CC(C3)C2C1=O
,,,,,,,,,,,,,,,,,,3.5309999,,,,,,training,O=C(/C=C/C(=O)OCCCl)OCCCl
,,,,,,,,,,,,,,,,,,3.6129999,,,,,,training,CCOP(=S)(OCC)S/C(=C/C(=O)OC)C(=O)OC
,,,,,,,,,,,,,,,,,,1.9809999,,,,,,training,CCCCCCCCCC1(C)OCC(COC(N)=O)O1
,,,,,,,,,,,,,,,,,,2.178,,,,,,training,CCCCCCOC(COCC(OCC)OCCCCCC)OCC
,,,,,,,,,,,,,,,,,,2.0550001,,,,,,training,CCOCCC=O
,,,,,,,,,,,,,,,,,,1.819,,,,,,training,CC(=O)NC(=O)C(Cl)(Cl)Cl
,,,,,,,,,,,,,,,,,,2.313,,,,,,training,O=C(/C=C/c1ccccc1O)OC(=O)/C=C/c1ccccc1O
,,,,,,,,,,,,,,,,,,1.874,,,,,,training,CC(C)(C)c1ccc(C(=O)OCC(Cl)(Cl)Cl)o1
,,,,,,,,,,,,,,,,,,2.4000001,,,,,,training,O=C(OCC(Br)(Br)Br)c1ccco1
,,,,,,,,,,,,,,,,,,2.608,,,,,,training,O=C(OCC(Cl)(Cl)Cl)c1ccco1
,,,,,,,,,,,,,,,,,,4.3639998,,,,,,training,CCC(C)C(=O)OC1CCC2(C)C3CC(O)C4C5(O)C(CC42OC13O)C1CN2CC(C)CCC2C(C)(O)C1C(O)C5OC(=O)C(C)(O)CC
,,,,,,,,,,,,,,,,,,3.016,,,,,,training,CCC(C)(C)OC(=O)Nc1ccco1
,,,,,,,,,,,,,,,,,,2.0239999,,,,,,training,CCCOC(=O)Nc1ccco1
,,,,,,,,,,,,,,,,,,1.704,,,,,,training,CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C32OO4
,,,,,,,,,,,,,,,,,,1.918,,,,,,training,NC(=O)Nc1cccc2c3c([nH]c12)CCCC3
,,,,,,,,,,,,,,,,,,2.836,,,,,,training,CCc1nn(-c2ccc(F)cc2)c2c(=O)[nH]ccc12
,,,,,,,,,,,,,,,,,,2.1489999,,,,,,training,Cc1ccc(NCCCc2ccccc2)cc1
,,,,,,,,,,,,,,,,,,3.6670001,,,,,,training,CCOP(=O)(O)Sc1ccc(C)cc1
,,,,,,,,,,,,,,,,,,1.793,,,,,,training,CCCCCCCc1ccc(C)cc1O
,,,,,,,,,,,,,,,,,,1.7309999,,,,,,training,CNS(=O)(=O)c1cc(Cl)c(Cl)cc1Cl
,,,,,,,,,,,,,,,,,,1.7410001,,,,,,training,CCCCCCCCc1ccc(C)cc1O
,,,,,,,,,,,,,,,,,,2.7780001,,,,,,training,CC(NCCCCc1ccccc1)C(O)c1ccc2c(c1)CCS2
,,,,,,,,,,,,,,,,,,3.1989999,,,,,,training,O=C/C=C/C1CO1
,,,,,,,,,,,,,,,,,,1.918,,,,,,training,O=C(OCC1C=CCCC1)C1CC=CCC1
,,,,,,,,,,,,,,,,,,2.1240001,,,,,,training,OCC(O)C1CC=CCC1
,,,,,,,,,,,,,,,,,,3.451,,,,,,training,NC(=S)C1CC=CCC1
,,,,,,,,,,,,,,,,,,3.1159999,,,,,,training,CCOC(=O)N(C)SN(C)C(=O)O/N=C(\C)SC
,,,,,,,,,,,,,,,,,,2.3610001,,,,,,training,O=C(Nc1nc2ccc([N+](=O)[O-])cc2s1)c1ccc([N+](=O)[O-])cc1
,,,,,,,,,,,,,,,,,,2.3280001,,,,,,training,Nc1nc2cc(Br)ccc2o1
,,,,,,,,,,,,,,,,,,2.5280001,,,,,,training,Nc1nc2c(Cl)cccc2o1
,,,,,,,,,,,,,,,,,,2.6140001,,,,,,training,Nc1nc2cccc(Cl)c2o1
,,,,,,,,,,,,,,,,,,2.2149999,,,,,,training,COc1ccc2oc(N)nc2c1
,,,,,,,,,,,,,,,,,,2.2620001,,,,,,training,Cn1c(=N)oc2ccc(Cl)cc21
,,,,,,,,,,,,,,,,,,2.2620001,,,,,,training,CNc1nc2cc(Cl)ccc2o1
,,,,,,,,,,,,,,,,,,1.9400001,,,,,,training,COC(=O)CCC(Cl)C(C)=O
,,,,,,,,,,,,,,,,,,1.6569999,,,,,,training,c1cc(CC2CO2)cc(CC2CO2)c1
,,,,,,,,,,,,,,,,,,1.655,,,,,,training,C=CCO/C=C/COC(C)=O
,,,,,,,,,,,,,,,,,,1.51,,,,,,training,CCC(C)(C)C1(C(C)(C)CC)CO1
,,,,,,,,,,,,,,,,,,1.95,,,,,,training,CC(C)C(Br)C(=O)OCC(Br)(Br)Br
,,,,,,,,,,,,,,,,,,2.319,,,,,,training,CC(C)C(Br)C(=O)OCC(Cl)(Cl)Cl
,,,,,,,,,,,,,,,,,,3.6619999,,,,,,training,COP(=O)(OC)ON1C(=O)c2cccc3cccc(c23)C1=O
,,,,,,,,,,,,,,,,,,4.3839998,,,,,,training,COP(=S)(OC)SCSc1ccccc1Cl
,,,,,,,,,,,,,,,,,,3.668,,,,,,training,COP(=S)(OC)SCSc1cccc(Cl)c1Cl
,,,,,,,,,,,,,,,,,,4.0760002,,,,,,training,CCCOP(=O)(OC=C(Cl)Cl)OCCCl
,,,,,,,,,,,,,,,,,,3.8900001,,,,,,training,COP(=O)(OC)OC(Cl)C(Cl)(Br)Br
,,,,,,,,,,,,,,,,,,2.1259999,,,,,,training,O=P(OCCCl)(OCCCl)OC1CCC(C(Br)CBr)CC1Cl
,,,,,,,,,,,,,,,,,,2.3050001,,,,,,training,CC(=O)Nc1ccc2c(c1)sc1ccccc12
,,,,,,,,,,,,,,,,,,1.992,,,,,,training,CCOCCOCCOc1ccccc1
,,,,,,,,,,,,,,,,,,3.138,,,,,,training,CCC/N=C(/C(OCC)c1ccccc1)N1CCCCCC1
,,,,,,,,,,,,,,,,,,2.158,,,,,,training,CC(=O)C1(C)C(C)(C)c2ccc(C)cc2C1(C)C
,,,,,,,,,,,,,,,,,,2.619,,,,,,training,CCCNC(=N)C(OCC)c1ccccc1
,,,,,,,,,,,,,,,,,,1.771,,,,,,training,CC(=O)Nc1cccc2c3c([nH]c12)CCCC3
,,,,,,,,,,,,,,,,,,3.1689999,,,,,,training,CCCC/N=C(\NCCCC)C(OCC)c1ccc(Cl)cc1
,,,,,,,,,,,,,,,,,,3.8,,,,,,training,CCC/N=C(\NCCC)C(OCC)c1ccc(Cl)cc1
,,,,,,,,,,,,,,,,,,3.441,,,,,,training,CCC/N=C(\NCCC)C(OCC)c1ccccc1
,,,,,,,,,,,,,,,,,,3.4530001,,,,,,training,C=CCN(CC=C)c1ccc(OC(=O)NC)cc1
,,,,,,,,,,,,,,,,,,2.4349999,,,,,,training,CC(C)C(Br)C(=O)OC(C)C(Cl)(Cl)Cl
,,,,,,,,,,,,,,,,,,3.2160001,,,,,,training,O=C(O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl
,,,,,,,,,,,,,,,,,,1.7970001,,,,,,training,CC(C)(N1CC1C#N)N1CC1C(N)=O
,,,,,,,,,,,,,,,,,,3.964,,,,,,training,CCSP(=O)(Oc1cnn(C)c(=O)c1OC)OC(C)C
,,,,,,,,,,,,,,,,,,1.762,,,,,,training,O=C(CN1CCNCC1)NC1CCCCC1
,,,,,,,,,,,,,,,,,,1.449,,,,,,training,CC(C)=CCC/C(C)=C/CC/C(=C/CC/C(C)=C\CO)CO
,,,,,,,,,,,,,,,,,,2.138,,,,,,training,CCOC(=O)NNc1ccc(N(CC)CC(C)O)nn1
,,,,,,,,,,,,,,,,,,2.744,,,,,,training,O=[N+]([O-])C(F)(COCC(COCC(F)([N+](=O)[O-])[N+](=O)[O-])(N(F)F)N(F)F)[N+](=O)[O-]
,,,,,,,,,,,,,,,,,,1.786,,,,,,training,NNC(=O)OC1CC2CCC(C1)N2C(=O)Oc1ccccc1
,,,,,,,,,,,,,,,,,,3.8440001,,,,,,training,CCCCC(C)(C)C(O)/C=C/C1C(O)CC(=O)C1CCCC/C=C/C(=O)OC
,,,,,,,,,,,,,,,,,,2.506,,,,,,training,CCCCc1ccc(C(=O)c2ccccc2F)cc1
,,,,,,,,,,,,,,,,,,2.2309999,,,,,,training,COc1ccccc1/C=N/c1ccccc1C(=O)O
,,,,,,,,,,,,,,,,,,2.47,,,,,,training,CC1CCC=C2N(C)C=C(C(N)=O)C(=O)N21
,,,,,,,,,,,,,,,,,,2.5810001,,,,,,training,CCSc1nnc(C(C)(C)C)c(=O)n1N
,,,,,,,,,,,,,,,,,,1.566,,,,,,training,CC(C)c1ccccc1OP(=O)(Oc1ccccc1)Oc1ccccc1
,,,,,,,,,,,,,,,,,,2.313,,,,,,training,CC(C)(C)c1cc(CCC(=O)NCCN)cc(C(C)(C)C)c1O
,,,,,,,,,,,,,,,,,,2.3150001,,,,,,training,CC(C)Cc1ccc(C(C)C(=O)OCc2ccccn2)cc1
,,,,,,,,,,,,,,,,,,4.2080002,,,,,,training,CSc1nc(C(C)(C)C)nn1C(=O)N(C)C
,,,,,,,,,,,,,,,,,,3.7809999,,,,,,training,CNC(=O)Oc1ccc(NC(=O)C(F)(F)Cl)c(C)c1
,,,,,,,,,,,,,,,,,,1.891,,,,,,training,CCCCS(=O)(=O)NC1CCCCC1
,,,,,,,,,,,,,,,,,,1.758,,,,,,training,CC(C)(S)C(=O)N[C@@H](CS)C(=O)O
,,,,,,,,,,,,,,,,,,3.451,,,,,,training,CCC(C)Cn1c(=O)n(C)c(=O)c2[nH]c(C)nc21
,,,,,,,,,,,,,,,,,,2.2449999,,,,,,training,Cc1cc(-n2c(C)nc3ccccc3c2=O)n(-c2ccccc2)n1
,,,,,,,,,,,,,,,,,,1.446,,,,,,training,Nc1ccc(O)c2c1C(=O)c1c(N)c(Br)cc(O)c1C2=O
,,,,,,,,,,,,,,,,,,3.5050001,,,,,,training,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
,,,,,,,,,,,,,,,,,,2.2590001,,,,,,training,CCC(C)c1ccc2ncccc2c1
,,,,,,,,,,,,,,,,,,3.905,,,,,,training,COc1ccc2c(c1)c(CC(=O)Oc1ccccc1C(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
,,,,,,,,,,,,,,,,,,4.0190001,,,,,,training,N#Cc1ccc(F)cc1C#N
,,,,,,,,,,,,,,,,,,2.592,,,,,,training,Nn1cnc2cc3ccccc3cc2c1=O
,,,,,,,,,,,,,,,,,,2.7019999,,,,,,training,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1
,,,,,,,,,,,,,,,,,,3.858,,,,,,training,CCCCOC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2
,,,,,,,,,,,,,,,,,,1.939,,,,,,training,CC(=O)OCC(C(OC(C)=O)c1ccccc1)[N+](=O)[O-]
,,,,,,,,,,,,,,,,,,2.256,,,,,,training,CCN(COC(C)=O)N=O
,,,,,,,,,,,,,,,,,,2.2049999,,,,,,training,CCCN(COC(C)=O)N=O
,,,,,,,,,,,,,,,,,,2.184,,,,,,training,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
,,,,,,,,,,,,,,,,,,1.691,,,,,,training,Nc1nc(N)nc(NC2CC2)n1
,,,,,,,,,,,,,,,,,,2.1429999,,,,,,training,CCCOC(=O)COc1cccc(C(C)(C)C)c1
,,,,,,,,,,,,,,,,,,4.2199998,,,,,,training,CCCCOC(=O)Cc1ccc(N(CCCl)CCCl)cc1
,,,,,,,,,,,,,,,,,,3.9349999,,,,,,training,CCCCCCCCCCCOC(=O)Cc1ccc(N(CCCl)CCCl)cc1
,,,,,,,,,,,,,,,,,,3.6989999,,,,,,training,CCCCCCCCCCCCCCCCOC(=O)Cc1ccc(N(CCCl)CCCl)cc1
,,,,,,,,,,,,,,,,,,2.1259999,,,,,,training,CCCC(Cn1cncn1)c1ccc(Cl)cc1Cl
,,,,,,,,,,,,,,,,,,3.4430001,,,,,,training,CCCCCCCCCCOC(=O)Cc1ccc(N(CCCl)CCCl)cc1
,,,,,,,,,,,,,,,,,,2.1800001,,,,,,training,COc1ccccc1OC(=O)C(C)c1ccc(CC(C)C)cc1
,,,,,,,,,,,,,,,,,,1.51,,,,,,training,CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1
,,,,,,,,,,,,,,,,,,1.854,,,,,,training,CC(C)(C)C(=O)CCc1ccc(Cl)cc1
,,,,,,,,,,,,,,,,,,2.6199999,,,,,,training,CCOC(=O)C(C)Oc1ccc(Oc2nc3ccc(Cl)cc3s2)cc1
,,,,,,,,,,,,,,,,,,2.1860001,,,,,,training,CCOC(=O)C(C)Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1
,,,,,,,,,,,,,,,,,,1.83,,,,,,training,CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C
,,,,,,,,,,,,,,,,,,2.131,,,,,,training,CCC1NC(=O)c2ccccc2O1
,,,,,,,,,,,,,,,,,,2.207,,,,,,training,C=CC1(C)CC(=O)C2(O)C(C)(O1)C(OC(C)=O)C(O)C1C(C)(C)CCC(O)C12C
,,,,,,,,,,,,,,,,,,5.3189998,,,,,,training,CNC(=O)O/N=C1/SCC(=O)NC1(C)C
,,,,,,,,,,,,,,,,,,5.0320001,,,,,,training,CC1/C(=N\OC(=O)N(C)SC(Cl)(Cl)Cl)SCC(=O)N1C
,,,,,,,,,,,,,,,,,,3.927,,,,,,training,Oc1ccc(-c2ccccc2)cc1CN1CCCC1
,,,,,,,,,,,,,,,,,,3.98,,,,,,training,COc1ccc(-c2ccccc2)cc1CN1CCCC1
,,,,,,,,,,,,,,,,,,3.95,,,,,,training,Oc1ccc(-c2ccccc2)cc1CN1CCCCC1
,,,,,,,,,,,,,,,,,,3.96,,,,,,training,CCN(CC)Cc1cc(-c2ccccc2)ccc1O
,,,,,,,,,,,,,,,,,,3.9719999,,,,,,training,CCOc1ccc(-c2ccccc2)cc1CN1CCCC1
,,,,,,,,,,,,,,,,,,3.8269999,,,,,,training,CC1(C)[C@@H](C(Br)C(Br)(Br)Br)[C@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1
,,,,,,,,,,,,,,,,,,3.0780001,,,,,,training,CNC(=N)NC(=O)Nc1c(C)cccc1C
,,,,,,,,,,,,,,,,,,1.538,,,,,,training,O=C1OC(OC(=O)c2cccnc2Nc2cccc(C(F)(F)F)c2)c2ccccc21
,,,,,,,,,,,,,,,,,,3.368,,,,,,training,CNC(=O)Sc1ccc(OS(C)(=O)=O)cc1
,,,,,,,,,,,,,,,,,,1.268,,,,,,training,C=COCCOCCOCC(=O)OC
